monthly_inventory_id,product__product_id,inventory_month,monthly_quantity_eom,wdf__client_id,monthly_quantity_bom,date
M-9N91WCKM,P-UB0JXL3L,2022-04-01,408.0,merchant__electronics,408.0,2022-04-01 00:00:00.000
M-ZNB8D7Q4,P-VZYM7XLO,2021-12-01,801.0,merchant__bigboxretailer,801.0,2021-12-01 00:00:00.000
M-PM5XZRX8,P-FLJC8ZF6,2023-03-01,3610.0,merchant__bigboxretailer,3674.0,2023-03-01 00:00:00.000
M-DN1902I7,P-X5JEKM0B,2023-04-01,276.0,merchant__bigboxretailer,276.0,2023-04-01 00:00:00.000
M-6JKKVO4T,P-3QPJTNTV,2024-04-01,482.0,merchant__bigboxretailer,482.0,2024-04-01 00:00:00.000
M-RR5RU00P,P-XU5MN3U7,2023-11-01,422.0,merchant__clothing,422.0,2023-11-01 00:00:00.000
M-I7R0B968,P-BQUWMGGX,2023-04-01,450.0,merchant__clothing,450.0,2023-04-01 00:00:00.000
M-B5CMSBD0,P-1FGKWX2V,2023-05-01,419.0,merchant__clothing,419.0,2023-05-01 00:00:00.000
M-5J28OQ8U,P-KHZOEJGR,2023-07-01,678.0,merchant__electronics,678.0,2023-07-01 00:00:00.000
M-UQ2H9LVS,P-Q0V5HRZM,2024-05-01,1432.0,merchant__clothing,1457.0,2024-05-01 00:00:00.000
M-JF4W64VX,P-17VW055N,2022-12-01,61.0,merchant__electronics,61.0,2022-12-01 00:00:00.000
M-VN90O98B,P-FLJC8ZF6,2022-12-01,3913.0,merchant__bigboxretailer,4032.0,2022-12-01 00:00:00.000
M-M73JQK65,P-Z4S8WKWL,2023-08-01,1559.0,merchant__clothing,1580.0,2023-08-01 00:00:00.000
M-FRSB08NK,P-1FGKWX2V,2022-07-01,838.0,merchant__electronics,838.0,2022-07-01 00:00:00.000
M-GNWZVV6Q,P-DK4WOLO6,2024-01-01,1499.0,merchant__clothing,1533.0,2024-01-01 00:00:00.000
M-5W5EHH1G,P-NCFZW74X,2024-09-01,354.0,merchant__electronics,354.0,2024-09-01 00:00:00.000
M-6XA33PWH,P-Q05V2UBU,2022-08-01,58.0,merchant__bigboxretailer,58.0,2022-08-01 00:00:00.000
M-MU0BP8K8,P-R80WGNC9,2024-04-01,625.0,merchant__clothing,648.0,2024-04-01 00:00:00.000
M-6DAAZ92G,P-09HVI1I7,2022-01-01,1909.0,merchant__clothing,1956.0,2022-01-01 00:00:00.000
M-JYNXMTFT,P-09HVI1I7,2023-11-01,5316.0,merchant__electronics,5522.0,2023-11-01 00:00:00.000
M-8JLG34WJ,P-EG3YJ338,2022-03-01,42.0,merchant__electronics,42.0,2022-03-01 00:00:00.000
M-0OD5VAYA,P-H8SRYPZ7,2023-04-01,3736.0,merchant__bigboxretailer,3845.0,2023-04-01 00:00:00.000
M-MUAK78KV,P-3Z3UNUJF,2023-03-01,607.0,merchant__bigboxretailer,607.0,2023-03-01 00:00:00.000
M-66MKNP8Y,P-24XYAMNJ,2024-06-01,304.0,merchant__clothing,304.0,2024-06-01 00:00:00.000
M-ISFKYKJF,P-Q0V5HRZM,2021-12-01,2371.0,merchant__clothing,2389.0,2021-12-01 00:00:00.000
M-HC9C588R,P-F2TJEYP5,2022-12-01,846.0,merchant__bigboxretailer,846.0,2022-12-01 00:00:00.000
M-JVCDT7OW,P-Z4S8WKWL,2023-08-01,723.0,merchant__bigboxretailer,723.0,2023-08-01 00:00:00.000
M-0NS1P1X2,P-FBIWQ337,2021-10-01,11189.0,merchant__electronics,11365.0,2021-10-01 00:00:00.000
M-X7A753GO,P-7ETK3T3N,2023-10-01,1014.0,merchant__clothing,1047.0,2023-10-01 00:00:00.000
M-TAHK7XUI,P-KH5AMEZT,2024-10-01,499.0,merchant__clothing,499.0,2024-10-01 00:00:00.000
M-R0EEHO7H,P-VIJEYOYB,2023-08-01,2899.0,merchant__bigboxretailer,3012.0,2023-08-01 00:00:00.000
M-BA7NDFTP,P-M0PIJU56,2022-04-01,549.0,merchant__electronics,549.0,2022-04-01 00:00:00.000
M-MCJSIM7X,P-09HVI1I7,2022-06-01,8812.0,merchant__electronics,8992.0,2022-06-01 00:00:00.000
M-IUIKSM36,P-3ZHF3Q97,2023-03-01,1352.0,merchant__clothing,1385.0,2023-03-01 00:00:00.000
M-TBGXIA4O,P-AJ2G8KSW,2022-10-01,1765.0,merchant__clothing,1784.0,2022-10-01 00:00:00.000
M-JQX947WE,P-ARA49TZS,2021-10-01,5582.0,merchant__bigboxretailer,5675.0,2021-10-01 00:00:00.000
M-C9WKGMSY,P-3QPJTNTV,2022-08-01,8556.0,merchant__electronics,8787.0,2022-08-01 00:00:00.000
M-TJK6M2A2,P-YS1Q5YHK,2022-01-01,257.0,merchant__electronics,257.0,2022-01-01 00:00:00.000
M-2AB7HT58,P-6BW9THKE,2022-10-01,233.0,merchant__electronics,233.0,2022-10-01 00:00:00.000
M-0Q3GTGAX,P-FLJC8ZF6,2021-10-01,921.0,merchant__clothing,921.0,2021-10-01 00:00:00.000
M-6HT8AM4E,P-GEN70VB8,2021-10-01,2070.0,merchant__clothing,2116.0,2021-10-01 00:00:00.000
M-8S12FAEI,P-VIJEYOYB,2022-12-01,268.0,merchant__clothing,268.0,2022-12-01 00:00:00.000
M-RFI3613M,P-2P3LQ8WQ,2023-02-01,2118.0,merchant__clothing,2137.0,2023-02-01 00:00:00.000
M-WBKZ6OZ5,P-VZYM7XLO,2023-02-01,1852.0,merchant__clothing,1869.0,2023-02-01 00:00:00.000
M-LJ275YO5,P-VIJEYOYB,2024-06-01,268.0,merchant__clothing,268.0,2024-06-01 00:00:00.000
M-666J1S5D,P-G0AEWWH1,2023-01-01,783.0,merchant__bigboxretailer,783.0,2023-01-01 00:00:00.000
M-SQLH1RZ0,P-3Z3UNUJF,2024-02-01,732.0,merchant__electronics,732.0,2024-02-01 00:00:00.000
M-3U0TMSYL,P-M0PIJU56,2022-06-01,217.0,merchant__bigboxretailer,217.0,2022-06-01 00:00:00.000
M-E3FNZ8WA,P-1GOR71BN,2023-11-01,694.0,merchant__bigboxretailer,694.0,2023-11-01 00:00:00.000
M-DDEZFL22,P-AJ2G8KSW,2023-07-01,1446.0,merchant__clothing,1486.0,2023-07-01 00:00:00.000
M-IGGODZL0,P-H8SRYPZ7,2023-01-01,7433.0,merchant__electronics,7661.0,2023-01-01 00:00:00.000
M-FDJBKL8E,P-6R63U2JU,2021-12-01,5465.0,merchant__bigboxretailer,5587.0,2021-12-01 00:00:00.000
M-SSUJE6J4,P-H8SRYPZ7,2023-01-01,256.0,merchant__clothing,256.0,2023-01-01 00:00:00.000
M-ZCDNNMPM,P-KCMHG45S,2022-07-01,8286.0,merchant__electronics,8512.0,2022-07-01 00:00:00.000
M-D4CVJTAM,P-0H1EWXEB,2023-12-01,226.0,merchant__clothing,226.0,2023-12-01 00:00:00.000
M-180O748S,P-RUWT9IQL,2022-06-01,875.0,merchant__electronics,875.0,2022-06-01 00:00:00.000
M-55H0A7O6,P-CPDTNDJE,2022-07-01,2247.0,merchant__clothing,2289.0,2022-07-01 00:00:00.000
M-888ZB8Q0,P-F2TJEYP5,2023-06-01,846.0,merchant__bigboxretailer,846.0,2023-06-01 00:00:00.000
M-WO2QTSPV,P-7O91ZPJP,2023-10-01,1672.0,merchant__clothing,1720.0,2023-10-01 00:00:00.000
M-H432RNCD,P-NCFZW74X,2024-08-01,1385.0,merchant__bigboxretailer,1476.0,2024-08-01 00:00:00.000
M-VTC8K5A3,P-09HVI1I7,2024-04-01,38.0,merchant__bigboxretailer,38.0,2024-04-01 00:00:00.000
M-IV36NAIV,P-L5A1FDV2,2023-02-01,1137.0,merchant__clothing,1176.0,2023-02-01 00:00:00.000
M-BGO601XM,P-RW6DH6EB,2024-12-01,677.0,merchant__clothing,709.0,2024-12-01 00:00:00.000
M-RNDRXQRU,P-1GOR71BN,2024-02-01,1484.0,merchant__clothing,1515.0,2024-02-01 00:00:00.000
M-QFBRYO1I,P-6R63U2JU,2022-09-01,4505.0,merchant__bigboxretailer,4631.0,2022-09-01 00:00:00.000
M-IN5OIG98,P-R80WGNC9,2022-07-01,404.0,merchant__bigboxretailer,404.0,2022-07-01 00:00:00.000
M-GDIAXR88,P-X5JEKM0B,2022-05-01,2184.0,merchant__clothing,2216.0,2022-05-01 00:00:00.000
M-W6INH9EQ,P-8BHI76F5,2021-12-01,773.0,merchant__clothing,773.0,2021-12-01 00:00:00.000
M-A2PBAA7H,P-D1XDPQSF,2023-03-01,576.0,merchant__bigboxretailer,576.0,2023-03-01 00:00:00.000
M-D3DFIF8G,P-Z4S8WKWL,2022-01-01,985.0,merchant__electronics,985.0,2022-01-01 00:00:00.000
M-AKMZTFP9,P-Y1E6PTO7,2021-12-01,705.0,merchant__electronics,705.0,2021-12-01 00:00:00.000
M-G1GO0JXE,P-86UWICUH,2021-10-01,2716.0,merchant__clothing,2724.0,2021-10-01 00:00:00.000
M-UCO2WQNE,P-FBIWQ337,2024-07-01,683.0,merchant__clothing,704.0,2024-07-01 00:00:00.000
M-TSAWLAU5,P-FVCDEIME,2023-09-01,1712.0,merchant__clothing,1735.0,2023-09-01 00:00:00.000
M-189NWKCW,P-KH5AMEZT,2023-06-01,23.0,merchant__electronics,23.0,2023-06-01 00:00:00.000
M-2D8520CX,P-17VW055N,2021-11-01,233.0,merchant__clothing,233.0,2021-11-01 00:00:00.000
M-X60SIKNL,P-GJNTTNBZ,2024-02-01,24.0,merchant__electronics,24.0,2024-02-01 00:00:00.000
M-QVT9QW5T,P-RUWT9IQL,2022-03-01,297.0,merchant__clothing,297.0,2022-03-01 00:00:00.000
M-1PJW6S9C,P-CLPSN2L9,2024-07-01,406.0,merchant__clothing,406.0,2024-07-01 00:00:00.000
M-96NGUN59,P-BQUWMGGX,2024-12-01,58.0,merchant__electronics,58.0,2024-12-01 00:00:00.000
M-RICGFN8V,P-ARA49TZS,2024-11-01,1715.0,merchant__bigboxretailer,1802.0,2024-11-01 00:00:00.000
M-PNXPDQPC,P-DU8MH4NR,2022-01-01,211.0,merchant__bigboxretailer,211.0,2022-01-01 00:00:00.000
M-XXEZYEO2,P-6RJFHPGV,2023-09-01,443.0,merchant__bigboxretailer,443.0,2023-09-01 00:00:00.000
M-JCUJ5I21,P-CB7JJDYR,2023-11-01,1713.0,merchant__clothing,1727.0,2023-11-01 00:00:00.000
M-9X1TWG3Z,P-HP2GUQIM,2022-01-01,596.0,merchant__bigboxretailer,596.0,2022-01-01 00:00:00.000
M-HG0KZUL5,P-FBIWQ337,2023-12-01,5381.0,merchant__electronics,5578.0,2023-12-01 00:00:00.000
M-15M9KPUX,P-88I28DAN,2023-06-01,496.0,merchant__bigboxretailer,496.0,2023-06-01 00:00:00.000
M-7JYPF019,P-IVPJAWWH,2023-04-01,1724.0,merchant__clothing,1778.0,2023-04-01 00:00:00.000
M-1JJ23YQY,P-CB7JJDYR,2024-12-01,385.0,merchant__bigboxretailer,385.0,2024-12-01 00:00:00.000
M-NKTQ8KXO,P-MHEIN6RB,2024-11-01,24.0,merchant__electronics,24.0,2024-11-01 00:00:00.000
M-NOIF54RJ,P-7ETK3T3N,2023-11-01,345.0,merchant__electronics,345.0,2023-11-01 00:00:00.000
M-6RPSM40M,P-ZN1HH8N5,2023-06-01,385.0,merchant__bigboxretailer,385.0,2023-06-01 00:00:00.000
M-KSJ4M60Q,P-RW6DH6EB,2022-09-01,538.0,merchant__electronics,538.0,2022-09-01 00:00:00.000
M-80SSLENM,P-PSGTPT0C,2022-12-01,33.0,merchant__clothing,33.0,2022-12-01 00:00:00.000
M-0E5WZZX8,P-X5JEKM0B,2022-11-01,1881.0,merchant__clothing,1925.0,2022-11-01 00:00:00.000
M-I99GGBHT,P-Q05V2UBU,2023-11-01,832.0,merchant__electronics,832.0,2023-11-01 00:00:00.000
M-IJGDQHJQ,P-2COKN5Z7,2024-01-01,842.0,merchant__clothing,842.0,2024-01-01 00:00:00.000
M-Z5SEPEIA,P-UB0JXL3L,2023-03-01,3287.0,merchant__bigboxretailer,3438.0,2023-03-01 00:00:00.000
M-I6S1APVC,P-VP08CDK1,2022-10-01,4149.0,merchant__bigboxretailer,4252.0,2022-10-01 00:00:00.000
M-U0QPH5MY,P-EOPE7IHA,2023-05-01,6444.0,merchant__electronics,6647.0,2023-05-01 00:00:00.000
M-M66GP4DA,P-3ZHF3Q97,2023-02-01,1385.0,merchant__clothing,1387.0,2023-02-01 00:00:00.000
M-PKLP0KIP,P-1GOR71BN,2024-05-01,1399.0,merchant__clothing,1427.0,2024-05-01 00:00:00.000
M-6R17GIDY,P-D1XDPQSF,2024-01-01,1389.0,merchant__clothing,1456.0,2024-01-01 00:00:00.000
M-LZ63BSWG,P-YS1Q5YHK,2022-06-01,675.0,merchant__clothing,675.0,2022-06-01 00:00:00.000
M-13DXMGYW,P-X5JEKM0B,2023-05-01,1683.0,merchant__clothing,1716.0,2023-05-01 00:00:00.000
M-II18BA9S,P-WEHJV5MG,2024-05-01,428.0,merchant__clothing,428.0,2024-05-01 00:00:00.000
M-15K3FEJR,P-IVPJAWWH,2024-07-01,801.0,merchant__electronics,801.0,2024-07-01 00:00:00.000
M-8HN20KZ9,P-X5JEKM0B,2024-02-01,276.0,merchant__bigboxretailer,276.0,2024-02-01 00:00:00.000
M-TGOWUZVR,P-24XYAMNJ,2023-01-01,3254.0,merchant__bigboxretailer,3342.0,2023-01-01 00:00:00.000
M-DMM9WIMN,P-X5JEKM0B,2022-08-01,8491.0,merchant__electronics,8646.0,2022-08-01 00:00:00.000
M-SRX38489,P-RW6DH6EB,2024-01-01,538.0,merchant__electronics,538.0,2024-01-01 00:00:00.000
M-JBEFNYY2,P-M0PIJU56,2022-09-01,549.0,merchant__electronics,549.0,2022-09-01 00:00:00.000
M-JDRSUJRY,P-41V30DW4,2023-04-01,1818.0,merchant__clothing,1867.0,2023-04-01 00:00:00.000
M-NJ1YKKL7,P-IVPJAWWH,2022-01-01,166.0,merchant__bigboxretailer,166.0,2022-01-01 00:00:00.000
M-ERPUWEP8,P-KH5AMEZT,2023-10-01,23.0,merchant__electronics,23.0,2023-10-01 00:00:00.000
M-AO6HBZTS,P-RW6DH6EB,2024-09-01,757.0,merchant__clothing,789.0,2024-09-01 00:00:00.000
M-ASV7MSAJ,P-KHZOEJGR,2022-12-01,2010.0,merchant__clothing,2079.0,2022-12-01 00:00:00.000
M-WM4XPNBD,P-XU5MN3U7,2021-12-01,422.0,merchant__clothing,422.0,2021-12-01 00:00:00.000
M-8U5RIZ5X,P-FQE6KSM0,2022-08-01,1569.0,merchant__clothing,1581.0,2022-08-01 00:00:00.000
M-6XEE4G5Y,P-JM1OCRS6,2022-04-01,214.0,merchant__clothing,214.0,2022-04-01 00:00:00.000
M-QOY8P1R1,P-UB0JXL3L,2023-07-01,2894.0,merchant__bigboxretailer,3032.0,2023-07-01 00:00:00.000
M-VVQ9LFG6,P-WI0WGQ0C,2022-06-01,4538.0,merchant__bigboxretailer,4636.0,2022-06-01 00:00:00.000
M-CXX22F1V,P-1GOR71BN,2023-12-01,694.0,merchant__bigboxretailer,694.0,2023-12-01 00:00:00.000
M-JB7HLD50,P-VP08CDK1,2022-09-01,1293.0,merchant__clothing,1317.0,2022-09-01 00:00:00.000
M-U99JZ1IW,P-Y1E6PTO7,2021-12-01,39.0,merchant__clothing,39.0,2021-12-01 00:00:00.000
M-RTV45D0X,P-NCFZW74X,2023-09-01,603.0,merchant__clothing,603.0,2023-09-01 00:00:00.000
M-GWPXCCW8,P-IVPJAWWH,2022-03-01,2153.0,merchant__clothing,2220.0,2022-03-01 00:00:00.000
M-G6XF0GEV,P-M0PIJU56,2024-03-01,549.0,merchant__electronics,549.0,2024-03-01 00:00:00.000
M-SSRYW3IX,P-F2TJEYP5,2022-01-01,1820.0,merchant__clothing,1913.0,2022-01-01 00:00:00.000
M-ZGGBKU1L,P-YS1Q5YHK,2023-10-01,675.0,merchant__clothing,675.0,2023-10-01 00:00:00.000
M-2G1F1T42,P-RUWT9IQL,2024-03-01,297.0,merchant__clothing,297.0,2024-03-01 00:00:00.000
M-NJTJ9MKK,P-2COKN5Z7,2023-06-01,3569.0,merchant__bigboxretailer,3650.0,2023-06-01 00:00:00.000
M-R3AJ7VV2,P-7ETK3T3N,2022-09-01,312.0,merchant__bigboxretailer,312.0,2022-09-01 00:00:00.000
M-YJ36RLVV,P-7ETK3T3N,2022-04-01,1780.0,merchant__clothing,1818.0,2022-04-01 00:00:00.000
M-FO2BS8IA,P-AJ2G8KSW,2022-05-01,9051.0,merchant__electronics,9301.0,2022-05-01 00:00:00.000
M-O0OS9XG0,P-VP08CDK1,2022-08-01,4401.0,merchant__bigboxretailer,4505.0,2022-08-01 00:00:00.000
M-GO28VD9C,P-1KUMBXBO,2023-07-01,404.0,merchant__clothing,404.0,2023-07-01 00:00:00.000
M-TLMTMQJ5,P-TMFDHTNI,2023-08-01,3491.0,merchant__bigboxretailer,3603.0,2023-08-01 00:00:00.000
M-UHC0QDL0,P-6R63U2JU,2023-07-01,3462.0,merchant__bigboxretailer,3588.0,2023-07-01 00:00:00.000
M-9XBQ4I51,P-14Z846TC,2023-02-01,7024.0,merchant__electronics,7230.0,2023-02-01 00:00:00.000
M-97WD4XQH,P-24XYAMNJ,2021-11-01,304.0,merchant__clothing,304.0,2021-11-01 00:00:00.000
M-050CPMW6,P-0H1EWXEB,2023-11-01,226.0,merchant__clothing,226.0,2023-11-01 00:00:00.000
M-8ZVWLB69,P-6R63U2JU,2023-11-01,255.0,merchant__electronics,255.0,2023-11-01 00:00:00.000
M-J0YVYXIL,P-6NMK0E10,2022-06-01,2127.0,merchant__clothing,2149.0,2022-06-01 00:00:00.000
M-M9F7G2FO,P-CB7JJDYR,2024-03-01,385.0,merchant__bigboxretailer,385.0,2024-03-01 00:00:00.000
M-HXMIXD8R,P-R80WGNC9,2022-05-01,1399.0,merchant__clothing,1447.0,2022-05-01 00:00:00.000
M-1HVR2D5D,P-R80WGNC9,2021-12-01,404.0,merchant__bigboxretailer,404.0,2021-12-01 00:00:00.000
M-VU3SM3OG,P-JZNBOAO0,2024-07-01,1257.0,merchant__clothing,1302.0,2024-07-01 00:00:00.000
M-QZ1L7PDS,P-1GOR71BN,2021-10-01,2452.0,merchant__clothing,2494.0,2021-10-01 00:00:00.000
M-8CBMYV34,P-6NMK0E10,2023-05-01,1772.0,merchant__clothing,1809.0,2023-05-01 00:00:00.000
M-Q9GPSV1H,P-6NMK0E10,2023-12-01,755.0,merchant__bigboxretailer,755.0,2023-12-01 00:00:00.000
M-C4K7MD0Q,P-ANQV2M79,2023-01-01,509.0,merchant__electronics,509.0,2023-01-01 00:00:00.000
M-5FEQH0P1,P-6NMK0E10,2022-03-01,755.0,merchant__bigboxretailer,755.0,2022-03-01 00:00:00.000
M-D41QRQRZ,P-7ETK3T3N,2024-11-01,469.0,merchant__clothing,492.0,2024-11-01 00:00:00.000
M-X7RYVTM3,P-JM1OCRS6,2023-04-01,214.0,merchant__clothing,214.0,2023-04-01 00:00:00.000
M-0P01BNKM,P-FBIWQ337,2022-11-01,8325.0,merchant__electronics,8534.0,2022-11-01 00:00:00.000
M-3BYCHW1P,P-R80WGNC9,2024-05-01,404.0,merchant__bigboxretailer,404.0,2024-05-01 00:00:00.000
M-CI8F6FW7,P-VZYM7XLO,2023-06-01,1684.0,merchant__clothing,1710.0,2023-06-01 00:00:00.000
M-FYFN1GVO,P-IVPJAWWH,2023-05-01,166.0,merchant__bigboxretailer,166.0,2023-05-01 00:00:00.000
M-KI1QZ0L7,P-VP08CDK1,2024-03-01,630.0,merchant__electronics,630.0,2024-03-01 00:00:00.000
M-XFHTUCC5,P-D1XDPQSF,2023-06-01,6462.0,merchant__electronics,6640.0,2023-06-01 00:00:00.000
M-RKJK46EL,P-HP2GUQIM,2024-05-01,596.0,merchant__bigboxretailer,596.0,2024-05-01 00:00:00.000
M-N3UK76FM,P-6CGMXPQW,2021-12-01,1895.0,merchant__clothing,1939.0,2021-12-01 00:00:00.000
M-BUMV3NLY,P-86UWICUH,2022-11-01,2163.0,merchant__clothing,2205.0,2022-11-01 00:00:00.000
M-3SZ5D415,P-KHZOEJGR,2023-12-01,678.0,merchant__electronics,678.0,2023-12-01 00:00:00.000
M-8RIWNYMW,P-CB7JJDYR,2022-06-01,43.0,merchant__electronics,43.0,2022-06-01 00:00:00.000
M-R7CA3GCK,P-L5A1FDV2,2022-06-01,187.0,merchant__electronics,187.0,2022-06-01 00:00:00.000
M-F2IP7F8T,P-FQE6KSM0,2024-03-01,898.0,merchant__electronics,898.0,2024-03-01 00:00:00.000
M-ZPIURYQZ,P-X5JEKM0B,2023-09-01,5759.0,merchant__electronics,5986.0,2023-09-01 00:00:00.000
M-ZNFFDG7D,P-I82KT6GS,2021-11-01,5262.0,merchant__bigboxretailer,5356.0,2021-11-01 00:00:00.000
M-FVAIJ0ZW,P-RC9I1YFM,2022-02-01,31.0,merchant__bigboxretailer,31.0,2022-02-01 00:00:00.000
M-8CSZ510S,P-Q0V5HRZM,2024-02-01,321.0,merchant__electronics,321.0,2024-02-01 00:00:00.000
M-2TLWPQTO,P-WI0WGQ0C,2022-08-01,1459.0,merchant__clothing,1526.0,2022-08-01 00:00:00.000
M-D3QZLORU,P-7HFAJIE8,2022-11-01,91.0,merchant__electronics,91.0,2022-11-01 00:00:00.000
M-MJIKBI7X,P-X5JEKM0B,2023-07-01,276.0,merchant__bigboxretailer,276.0,2023-07-01 00:00:00.000
M-W0QRS81B,P-QLTVCLVI,2024-10-01,885.0,merchant__clothing,912.0,2024-10-01 00:00:00.000
M-V7KMKGA8,P-H8SRYPZ7,2022-07-01,4589.0,merchant__bigboxretailer,4706.0,2022-07-01 00:00:00.000
M-8H6A2N9R,P-RUWT9IQL,2023-05-01,297.0,merchant__clothing,297.0,2023-05-01 00:00:00.000
M-QW7SEW8A,P-41V30DW4,2022-11-01,4058.0,merchant__bigboxretailer,4128.0,2022-11-01 00:00:00.000
M-DCC8TAP2,P-JZNBOAO0,2022-02-01,145.0,merchant__bigboxretailer,145.0,2022-02-01 00:00:00.000
M-EJPZRB97,P-IVPJAWWH,2024-09-01,1128.0,merchant__clothing,1149.0,2024-09-01 00:00:00.000
M-8XX321PB,P-DU8MH4NR,2023-08-01,1322.0,merchant__clothing,1359.0,2023-08-01 00:00:00.000
M-S5FX52RV,P-NCFZW74X,2023-05-01,354.0,merchant__electronics,354.0,2023-05-01 00:00:00.000
M-VK27F4WG,P-UB0JXL3L,2023-11-01,408.0,merchant__electronics,408.0,2023-11-01 00:00:00.000
M-007731UZ,P-KH5AMEZT,2022-11-01,499.0,merchant__clothing,499.0,2022-11-01 00:00:00.000
M-3S2N88V7,P-7ETK3T3N,2024-01-01,312.0,merchant__bigboxretailer,312.0,2024-01-01 00:00:00.000
M-P3EOGOT0,P-41V30DW4,2022-07-01,2158.0,merchant__clothing,2228.0,2022-07-01 00:00:00.000
M-SP7NTZ7Z,P-F2TJEYP5,2024-11-01,846.0,merchant__bigboxretailer,846.0,2024-11-01 00:00:00.000
M-8MUIOXH5,P-UB0JXL3L,2023-10-01,2548.0,merchant__bigboxretailer,2664.0,2023-10-01 00:00:00.000
M-XSHK8J38,P-CYKBPXIA,2023-01-01,326.0,merchant__clothing,326.0,2023-01-01 00:00:00.000
M-6TOKSGYC,P-RDU4ZGRH,2024-12-01,2327.0,merchant__electronics,2507.0,2024-12-01 00:00:00.000
M-W62DCQDY,P-7ETK3T3N,2024-11-01,312.0,merchant__bigboxretailer,312.0,2024-11-01 00:00:00.000
M-6TXZPYY5,P-RW6DH6EB,2024-08-01,421.0,merchant__bigboxretailer,421.0,2024-08-01 00:00:00.000
M-DL7MHB7C,P-14Z846TC,2022-05-01,4913.0,merchant__bigboxretailer,5023.0,2022-05-01 00:00:00.000
M-HQHLXXUL,P-6BW9THKE,2023-06-01,233.0,merchant__electronics,233.0,2023-06-01 00:00:00.000
M-MSV8T76L,P-17VW055N,2022-06-01,61.0,merchant__electronics,61.0,2022-06-01 00:00:00.000
M-B02BFJVO,P-CPDTNDJE,2023-12-01,325.0,merchant__electronics,325.0,2023-12-01 00:00:00.000
M-SZDBZAHG,P-6CGMXPQW,2024-10-01,838.0,merchant__electronics,838.0,2024-10-01 00:00:00.000
M-Q5WSR32W,P-8BHI76F5,2024-08-01,1639.0,merchant__bigboxretailer,1709.0,2024-08-01 00:00:00.000
M-IFJO0IQB,P-7HFAJIE8,2024-12-01,326.0,merchant__bigboxretailer,326.0,2024-12-01 00:00:00.000
M-9P1PFNU4,P-7ETK3T3N,2024-08-01,345.0,merchant__electronics,345.0,2024-08-01 00:00:00.000
M-1P1B704H,P-24XYAMNJ,2023-06-01,304.0,merchant__clothing,304.0,2023-06-01 00:00:00.000
M-GDIODPHC,P-VZYM7XLO,2023-08-01,862.0,merchant__electronics,862.0,2023-08-01 00:00:00.000
M-J1F6T3O4,P-Z1Q1R8RB,2024-01-01,2310.0,merchant__bigboxretailer,2366.0,2024-01-01 00:00:00.000
M-1WD5SOAM,P-0H1EWXEB,2022-12-01,4159.0,merchant__bigboxretailer,4291.0,2022-12-01 00:00:00.000
M-0YNY6WPX,P-GEN70VB8,2021-12-01,2005.0,merchant__clothing,2050.0,2021-12-01 00:00:00.000
M-MMB03Q5H,P-4L2BPQDZ,2022-05-01,572.0,merchant__bigboxretailer,572.0,2022-05-01 00:00:00.000
M-0YTBGGYW,P-VZYM7XLO,2023-07-01,1643.0,merchant__clothing,1684.0,2023-07-01 00:00:00.000
M-H9N6HQUS,P-09HVI1I7,2023-08-01,38.0,merchant__bigboxretailer,38.0,2023-08-01 00:00:00.000
M-VDLPAQOB,P-YS1Q5YHK,2024-01-01,675.0,merchant__clothing,675.0,2024-01-01 00:00:00.000
M-ZQ6SDP8K,P-3QPJTNTV,2023-03-01,482.0,merchant__bigboxretailer,482.0,2023-03-01 00:00:00.000
M-P7S8N9WV,P-RW6DH6EB,2024-04-01,421.0,merchant__bigboxretailer,421.0,2024-04-01 00:00:00.000
M-QJ7R4MM9,P-GJNTTNBZ,2021-10-01,24.0,merchant__electronics,24.0,2021-10-01 00:00:00.000
M-R7PIAPQZ,P-7HFAJIE8,2022-10-01,326.0,merchant__bigboxretailer,326.0,2022-10-01 00:00:00.000
M-AADN1FM7,P-EG3YJ338,2023-10-01,346.0,merchant__bigboxretailer,346.0,2023-10-01 00:00:00.000
M-G6QIJNQJ,P-1GOR71BN,2024-11-01,694.0,merchant__bigboxretailer,694.0,2024-11-01 00:00:00.000
M-6CJ91GDO,P-JM1OCRS6,2024-03-01,214.0,merchant__clothing,214.0,2024-03-01 00:00:00.000
M-KEOZB40U,P-YS1Q5YHK,2022-01-01,4991.0,merchant__bigboxretailer,5104.0,2022-01-01 00:00:00.000
M-JJ1HR9OA,P-KH5AMEZT,2022-09-01,23.0,merchant__electronics,23.0,2022-09-01 00:00:00.000
M-4XNWWFU1,P-EOPE7IHA,2021-12-01,10220.0,merchant__electronics,10427.0,2021-12-01 00:00:00.000
M-P766JGS2,P-8BHI76F5,2023-08-01,5996.0,merchant__electronics,6183.0,2023-08-01 00:00:00.000
M-ZE8DF4FC,P-WI0WGQ0C,2023-12-01,799.0,merchant__electronics,799.0,2023-12-01 00:00:00.000
M-BRPC1RYD,P-MHEIN6RB,2024-07-01,24.0,merchant__electronics,24.0,2024-07-01 00:00:00.000
M-QPROYUPO,P-1GOR71BN,2024-06-01,1361.0,merchant__clothing,1399.0,2024-06-01 00:00:00.000
M-42VN26MU,P-F2TJEYP5,2023-05-01,534.0,merchant__electronics,534.0,2023-05-01 00:00:00.000
M-7GWH38O9,P-GJNTTNBZ,2024-08-01,1822.0,merchant__bigboxretailer,1910.0,2024-08-01 00:00:00.000
