return_id,order__order_id,product__product_id,customer__customer_id,return_unit_cost,return_unit_quantity,wdf__client_id,return_unit_paid_amount,date,return_date
R-3777KN4T,O-Y4FSXHN9,P-Y1E6PTO7,C-ZKGMQPUC,338.99,1.0,merchant__bigboxretailer,594.48,2023-11-21 01:15:37.000,2023-11-21 01:15:37.000
R-33GGRYJS,O-GJ5XPFZW,P-FVCDEIME,C-G8QMZH3I,429.3,10.0,merchant__electronics,658.4,2022-08-09 11:36:51.000,2022-08-09 11:36:51.000
R-1B5XU3U0,O-BC79OEGK,P-3QPJTNTV,C-CP5ZK8NY,339.47,4.0,merchant__electronics,476.39,2021-11-09 06:15:59.000,2021-11-09 06:15:59.000
R-9WQMY3AT,O-59G1UBU0,P-KCMHG45S,C-ICUGNJG9,884.3,3.0,merchant__electronics,561.0,2024-06-16 02:19:01.000,2024-06-16 02:19:01.000
R-MZY1TX4P,O-OZM7A7XK,P-X5JEKM0B,C-4PISL316,597.81,2.0,merchant__electronics,496.75,2024-07-05 15:43:53.000,2024-07-05 15:43:53.000
R-JDEBLI0X,O-YLM1RSY3,P-RDU4ZGRH,C-0KLGPPW2,132.23,9.0,merchant__electronics,82.73,2023-06-16 05:43:38.000,2023-06-16 05:43:38.000
R-M6ZGBMT1,O-LAHVOT4M,P-GJNTTNBZ,C-BZ9EU8NE,50.88,2.0,merchant__bigboxretailer,330.74,2024-04-29 01:55:32.000,2024-04-29 01:55:32.000
R-FCHGVL7J,O-74UDRWUO,P-8BHI76F5,C-XS2KF973,640.97,5.0,merchant__electronics,492.79,2023-03-16 10:04:29.000,2023-03-16 10:04:29.000
R-RPNFDBNK,O-JBI9GVSN,P-RUWT9IQL,C-FGUHL5LK,215.85,6.0,merchant__bigboxretailer,689.07,2024-10-07 10:43:41.000,2024-10-07 10:43:41.000
R-AXIHH1VS,O-ID1IJ9VL,P-VP08CDK1,C-59AZWPME,373.65,8.0,merchant__bigboxretailer,529.33,2024-11-02 09:00:16.000,2024-11-02 09:00:16.000
R-FE19YJHT,O-NVK4Q6AN,P-6R63U2JU,C-VTF4V6D9,237.47,9.0,merchant__bigboxretailer,234.11,2024-02-06 12:27:28.000,2024-02-06 12:27:28.000
R-V6HHYDAW,O-OTFUG57G,P-FLJC8ZF6,C-WEDFOCPQ,216.47,3.0,merchant__bigboxretailer,232.23,2022-07-03 04:16:17.000,2022-07-03 04:16:17.000
R-JO59XUB2,O-H03BMOCY,P-7ETK3T3N,C-61I5Q5FB,605.87,6.0,merchant__clothing,445.68,2021-12-09 01:14:59.000,2021-12-09 01:14:59.000
R-CBN6E416,O-RCUUGPSL,P-2P3LQ8WQ,C-6UIYHCB5,447.69,2.0,merchant__clothing,606.28,2023-01-27 06:07:03.000,2023-01-27 06:07:03.000
R-4XLWJ03G,O-I65E8QX4,P-JM1OCRS6,C-BE9LV666,112.64,8.0,merchant__electronics,141.49,2023-12-02 06:28:33.000,2023-12-02 06:28:33.000
R-M7AKYQFP,O-UDJWQ6SY,P-17VW055N,C-RY9RIANE,758.4,9.0,merchant__bigboxretailer,859.06,2024-12-15 03:05:22.000,2024-12-15 03:05:22.000
R-MA3RABBN,O-URIC1UNW,P-1KUMBXBO,C-WON947KX,2.27,3.0,merchant__bigboxretailer,49.44,2022-10-03 11:37:12.000,2022-10-03 11:37:12.000
R-M4CBQNC2,O-LGX8Y1KD,P-WEHJV5MG,C-WEY4MAF8,89.53,6.0,merchant__electronics,274.13,2024-07-15 11:39:03.000,2024-07-15 11:39:03.000
R-MV5IP7WY,O-6ZR5P1F7,P-14Z846TC,C-TKNBOIUP,109.5,3.0,merchant__electronics,586.75,2023-03-28 18:45:39.000,2023-03-28 18:45:39.000
R-1TXGVHTP,O-PFI0U2MU,P-Y1E6PTO7,C-0S8H02H9,96.99,2.0,merchant__bigboxretailer,359.88,2024-04-14 07:29:53.000,2024-04-14 07:29:53.000
R-EHYMX6RM,O-8L8QZ9E2,P-VP08CDK1,C-XN7D8IU9,130.1,4.0,merchant__bigboxretailer,102.04,2024-08-15 09:56:29.000,2024-08-15 09:56:29.000
R-YIL56XU8,O-I47XHAYZ,P-7O91ZPJP,C-SFZO8N0M,7.31,7.0,merchant__electronics,21.07,2023-08-17 13:50:22.000,2023-08-17 13:50:22.000
R-KR8GS3T8,O-DWRW2O7R,P-FBIWQ337,C-5FMVWCJ9,45.01,6.0,merchant__electronics,182.1,2022-06-26 11:48:19.000,2022-06-26 11:48:19.000
R-35IBUSY3,O-WJYWMMO0,P-Y2RWSLCK,C-2ZU2QZHQ,266.4,3.0,merchant__electronics,441.9,2022-06-13 13:06:41.000,2022-06-13 13:06:41.000
R-ZBQI2YMK,O-EDMSSS50,P-D1XDPQSF,C-YTHTB74R,16.78,6.0,merchant__electronics,38.82,2024-02-03 02:29:51.000,2024-02-03 02:29:51.000
R-KXJL9TGD,O-8FAOIHG9,P-XU5MN3U7,C-R6C4SNO6,6.31,2.0,merchant__bigboxretailer,32.5,2021-12-13 06:29:07.000,2021-12-13 06:29:07.000
R-IBZW3HDR,O-QO34KGLR,P-GLYGF0FD,C-LWJDW1W4,233.49,6.0,merchant__electronics,395.03,2024-09-17 11:37:20.000,2024-09-17 11:37:20.000
R-BWW0QB86,O-1CA3DFLD,P-D1XDPQSF,C-32EG7EPF,302.51,10.0,merchant__electronics,247.9,2022-12-05 05:26:16.000,2022-12-05 05:26:16.000
R-Y5J84XJ4,O-VT9FXTEF,P-86UWICUH,C-QRWTKJ2G,319.44,3.0,merchant__electronics,498.68,2023-01-23 11:41:24.000,2023-01-23 11:41:24.000
R-SVVMZBV5,O-M89RQWZ2,P-8BHI76F5,C-QXUKQAQU,76.06,4.0,merchant__electronics,80.39,2024-05-25 15:19:31.000,2024-05-25 15:19:31.000
R-6915PH02,O-RCP94KT1,P-H8SRYPZ7,C-VMM90XZQ,873.25,1.0,merchant__bigboxretailer,598.35,2023-01-14 08:59:43.000,2023-01-14 08:59:43.000
R-GNV110XK,O-7SU12TX6,P-GLYGF0FD,C-WWZH5RZX,496.53,6.0,merchant__electronics,366.2,2023-08-27 10:38:54.000,2023-08-27 10:38:54.000
R-OV3YLQ4T,O-O4DPF8LU,P-RUWT9IQL,C-VMM90XZQ,90.13,1.0,merchant__bigboxretailer,548.44,2022-10-18 18:21:14.000,2022-10-18 18:21:14.000
R-48E047S3,O-QEWC3L2K,P-PSGTPT0C,C-RTILOK39,24.53,8.0,merchant__bigboxretailer,427.88,2022-09-01 08:51:08.000,2022-09-01 08:51:08.000
R-IIIFFOXK,O-CXTUKEHH,P-H8SRYPZ7,C-QRWTKJ2G,746.65,8.0,merchant__electronics,558.06,2022-07-13 08:42:20.000,2022-07-13 08:42:20.000
R-918OA0NS,O-58ONC4A4,P-UB0JXL3L,C-8PDK5LAK,10.65,10.0,merchant__bigboxretailer,66.85,2024-07-01 02:19:04.000,2024-07-01 02:19:04.000
R-TLP3EI0Y,O-LFJ755TF,P-7YGKX2EQ,C-9OB577T1,306.4,1.0,merchant__electronics,292.7,2024-07-31 03:51:27.000,2024-07-31 03:51:27.000
R-1BMERFD2,O-M89RQWZ2,P-ARA49TZS,C-QXUKQAQU,9.93,9.0,merchant__electronics,10.42,2024-05-25 15:07:45.000,2024-05-25 15:07:45.000
R-4VLRKPSV,O-3LDY85I4,P-EOPE7IHA,C-0EZV2K4D,566.87,1.0,merchant__electronics,558.13,2024-06-02 12:05:16.000,2024-06-02 12:05:16.000
R-YQKLKF0F,O-10YLY68I,P-PSGTPT0C,C-WVCLIUST,214.76,1.0,merchant__electronics,356.83,2022-07-25 10:31:02.000,2022-07-25 10:31:02.000
R-S60Q9D7K,O-2KYBBMUD,P-X5JEKM0B,C-FEHBH0RH,19.32,7.0,merchant__electronics,132.72,2022-01-08 06:03:08.000,2022-01-08 06:03:08.000
R-OR9IGYP7,O-BXEASV4Q,P-AJ2G8KSW,C-VS8DUCBS,986.57,3.0,merchant__electronics,805.59,2024-10-25 15:44:52.000,2024-10-25 15:44:52.000
R-Z5MXU5U5,O-GMAS0SCF,P-14Z846TC,C-UY50E2L3,87.75,8.0,merchant__bigboxretailer,138.83,2024-01-08 06:56:44.000,2024-01-08 06:56:44.000
R-X9R09C0H,O-1HSR2VDG,P-EOPE7IHA,C-B26IB9KB,375.3,1.0,merchant__electronics,356.3,2022-10-11 01:44:01.000,2022-10-11 01:44:01.000
R-351DBH8C,O-DZVAZZUB,P-GLYGF0FD,C-W9KS3PKP,492.97,8.0,merchant__electronics,289.88,2024-05-23 07:08:45.000,2024-05-23 07:08:45.000
R-6N380V5B,O-S7LFKMQK,P-24XYAMNJ,C-2VG5A3R4,146.72,10.0,merchant__bigboxretailer,407.91,2023-07-27 10:55:36.000,2023-07-27 10:55:36.000
R-Y4CO9FBD,O-5SB46W90,P-1FGKWX2V,C-WSBW93YV,50.27,9.0,merchant__bigboxretailer,32.53,2024-08-09 01:32:59.000,2024-08-09 01:32:59.000
R-UVA37ZDA,O-KAWQNASF,P-CPDTNDJE,C-NVLP4LVV,150.82,8.0,merchant__clothing,340.86,2023-07-09 02:01:34.000,2023-07-09 02:01:34.000
R-QN25Z371,O-GL8HU106,P-KCMHG45S,C-6OT3VS6M,86.6,8.0,merchant__electronics,120.0,2023-06-15 10:31:08.000,2023-06-15 10:31:08.000
R-E4WBCWBI,O-6P25NRCM,P-DK4WOLO6,C-X295KAL2,272.99,1.0,merchant__electronics,230.37,2023-02-26 11:55:01.000,2023-02-26 11:55:01.000
R-N2LD86AD,O-MRRSCT8I,P-88I28DAN,C-KNSQK793,74.27,10.0,merchant__electronics,133.15,2021-12-06 02:57:10.000,2021-12-06 02:57:10.000
R-5I4PIU84,O-Q67HBAMR,P-1KUMBXBO,C-ZKB7M9MU,332.76,1.0,merchant__bigboxretailer,365.78,2024-11-13 06:14:45.000,2024-11-13 06:14:45.000
R-H3ZBD5UD,O-WJNM4R14,P-WI0WGQ0C,C-D2ZG3UGF,37.73,3.0,merchant__bigboxretailer,75.62,2024-07-04 12:11:05.000,2024-07-04 12:11:05.000
R-SWGGVV13,O-Q9U2ZXNG,P-NCFZW74X,C-3UE27BFS,77.33,1.0,merchant__bigboxretailer,365.92,2023-05-13 01:44:24.000,2023-05-13 01:44:24.000
R-1WBS9DHC,O-ORQC5FRO,P-CLPSN2L9,C-7K34ZCDT,759.04,8.0,merchant__bigboxretailer,497.12,2023-02-02 12:54:03.000,2023-02-02 12:54:03.000
R-U3U0Z8GC,O-PKWXJDN1,P-86UWICUH,C-O0IHBXDU,626.21,2.0,merchant__electronics,637.05,2023-10-20 12:53:45.000,2023-10-20 12:53:45.000
R-W6WJUU3S,O-1SFKFPGH,P-X5JEKM0B,C-CYVZSPKC,54.07,9.0,merchant__electronics,341.94,2023-03-09 18:50:00.000,2023-03-09 18:50:00.000
R-4T70SLF7,O-DZVAZZUB,P-7O91ZPJP,C-W9KS3PKP,71.9,4.0,merchant__electronics,133.54,2024-05-21 06:13:01.000,2024-05-21 06:13:01.000
R-AOCMCFDA,O-CIULYIU4,P-FBIWQ337,C-SPR4RH43,302.74,1.0,merchant__electronics,539.24,2022-10-12 14:42:03.000,2022-10-12 14:42:03.000
R-XNX7XADH,O-Y4H8EDN7,P-ANQV2M79,C-88PYGHLV,234.04,2.0,merchant__bigboxretailer,278.95,2022-08-16 03:30:25.000,2022-08-16 03:30:25.000
R-WXU9NKZB,O-AW190S9F,P-GLYGF0FD,C-SOQNM2PW,48.96,6.0,merchant__electronics,503.87,2021-11-15 05:34:45.000,2021-11-15 05:34:45.000
R-C04IYW0X,O-UFIEOKWZ,P-17VW055N,C-DPPEOAP9,3.34,4.0,merchant__bigboxretailer,85.99,2024-02-26 05:22:48.000,2024-02-26 05:22:48.000
R-3BA7BB6Z,O-MM00L8RP,P-RUWT9IQL,C-XN7D8IU9,6.09,9.0,merchant__bigboxretailer,3.69,2024-08-26 03:22:38.000,2024-08-26 03:22:38.000
R-ADI9U7MU,O-2TBA3QK1,P-CPDTNDJE,C-90VMI369,461.58,7.0,merchant__bigboxretailer,354.84,2023-10-26 12:07:58.000,2023-10-26 12:07:58.000
R-GEL1YFEL,O-WJYWMMO0,P-AJ2G8KSW,C-2ZU2QZHQ,2.15,7.0,merchant__electronics,1.56,2022-06-19 12:26:05.000,2022-06-19 12:26:05.000
R-NV1ET0SZ,O-BZU2WO2T,P-AJ2G8KSW,C-E3CQKVKY,349.84,7.0,merchant__electronics,795.91,2022-10-03 09:19:49.000,2022-10-03 09:19:49.000
R-NXPV85XQ,O-QJ6HX7DS,P-7O91ZPJP,C-XV4LYTO3,73.28,6.0,merchant__electronics,79.4,2023-11-12 02:06:02.000,2023-11-12 02:06:02.000
R-DCC1DTDT,O-VL9HYJF0,P-0H1EWXEB,C-46G7PE32,214.72,9.0,merchant__bigboxretailer,398.0,2024-05-31 06:41:34.000,2024-05-31 06:41:34.000
R-WCZLN49L,O-74CQBQGT,P-UB0JXL3L,C-Y4PPV7QD,631.5,3.0,merchant__bigboxretailer,833.3,2024-06-23 01:53:43.000,2024-06-23 01:53:43.000
R-56WT6RVM,O-YBLCWNE3,P-14Z846TC,C-NVU9XHW0,85.57,10.0,merchant__bigboxretailer,145.63,2023-08-24 09:09:40.000,2023-08-24 09:09:40.000
R-AUKTKIC4,O-K3YQT0BS,P-KH5AMEZT,C-YR8JCK4V,80.88,6.0,merchant__bigboxretailer,831.12,2022-01-29 10:59:26.000,2022-01-29 10:59:26.000
R-EHAB6IZW,O-DK3IKRMA,P-1FGKWX2V,C-RY9RIANE,392.5,10.0,merchant__bigboxretailer,475.51,2023-10-13 08:41:33.000,2023-10-13 08:41:33.000
R-DS6NBSC6,O-ZOVA1SPY,P-RUWT9IQL,C-QJLBBGHG,78.54,2.0,merchant__bigboxretailer,166.09,2021-10-27 10:26:17.000,2021-10-27 10:26:17.000
R-LQVQZZ6S,O-QJNXJE45,P-6R63U2JU,C-UPH6WIBJ,145.84,3.0,merchant__bigboxretailer,311.59,2023-10-05 07:54:15.000,2023-10-05 07:54:15.000
R-5BF4CQXA,O-WXFU884R,P-CLPSN2L9,C-UPH6WIBJ,8.2,3.0,merchant__bigboxretailer,53.5,2022-07-25 02:51:17.000,2022-07-25 02:51:17.000
R-5K63ZDES,O-7NXB8LRB,P-KCMHG45S,C-NCMQD5G1,232.76,8.0,merchant__electronics,344.97,2024-10-31 12:19:16.000,2024-10-31 12:19:16.000
R-1ABHK1IG,O-NXKYB6IH,P-JM1OCRS6,C-N204IVTD,302.1,4.0,merchant__electronics,347.79,2022-03-31 07:51:28.000,2022-03-31 07:51:28.000
R-F8T3MI72,O-EP40TK55,P-TMFDHTNI,C-2O8UXURV,433.73,2.0,merchant__bigboxretailer,452.36,2024-03-19 05:02:06.000,2024-03-19 05:02:06.000
R-YNQZ52YO,O-RQMYA2P7,P-RDU4ZGRH,C-W9KS3PKP,229.03,10.0,merchant__electronics,233.0,2024-03-03 10:01:58.000,2024-03-03 10:01:58.000
R-LGU0MRDP,O-K5GY2GSO,P-FLJC8ZF6,C-O49URTYU,497.52,6.0,merchant__electronics,450.97,2023-07-08 03:06:42.000,2023-07-08 03:06:42.000
R-O840NI1F,O-870VST0T,P-H8SRYPZ7,C-AJU4JXFK,155.89,6.0,merchant__electronics,87.85,2024-10-11 10:14:28.000,2024-10-11 10:14:28.000
R-1YJ33Q0D,O-R52XOBPV,P-KH5AMEZT,C-BKI9UVY6,24.19,1.0,merchant__bigboxretailer,18.58,2022-12-20 03:47:27.000,2022-12-20 03:47:27.000
R-L5Z4KLQ8,O-NLMU93BR,P-X5JEKM0B,C-PHDUMOLX,529.52,4.0,merchant__electronics,689.05,2021-10-25 14:20:53.000,2021-10-25 14:20:53.000
R-WJM34M4V,O-FFVEDX0N,P-G0AEWWH1,C-MLLY5C0S,522.87,10.0,merchant__electronics,568.81,2024-04-14 08:43:24.000,2024-04-14 08:43:24.000
R-0F21TQOF,O-2YP537RH,P-3QPJTNTV,C-46A7ID47,94.87,7.0,merchant__electronics,94.65,2022-11-08 12:35:25.000,2022-11-08 12:35:25.000
R-R7BQ9C32,O-1IG150G8,P-CYKBPXIA,C-B9J7J9A3,664.12,1.0,merchant__bigboxretailer,873.35,2023-09-05 03:26:48.000,2023-09-05 03:26:48.000
R-5FLHKEFS,O-BFUZOUO7,P-WEHJV5MG,C-9EHAF01N,30.97,8.0,merchant__bigboxretailer,151.02,2023-08-02 17:14:11.000,2023-08-02 17:14:11.000
R-2YVU5X8I,O-5QSZOLRY,P-GLYGF0FD,C-LRBD2VJ0,170.27,2.0,merchant__electronics,199.87,2024-05-03 13:43:09.000,2024-05-03 13:43:09.000
R-CE4SUOPE,O-ZEZ64DPE,P-6R63U2JU,C-TQUG2VEA,52.31,6.0,merchant__bigboxretailer,306.16,2023-06-11 09:34:29.000,2023-06-11 09:34:29.000
R-XVFTH1OJ,O-OWWPNX0G,P-7O91ZPJP,C-WL6Y9GIN,147.33,7.0,merchant__electronics,163.14,2023-12-06 05:28:47.000,2023-12-06 05:28:47.000
R-L70UXO45,O-T92MFXC5,P-R80WGNC9,C-JH9ALT1I,414.6,8.0,merchant__electronics,389.77,2024-08-27 03:35:39.000,2024-08-27 03:35:39.000
R-6ZENK4VF,O-WKR65SHK,P-CLPSN2L9,C-2VG5A3R4,557.6,3.0,merchant__bigboxretailer,568.45,2024-01-29 08:16:34.000,2024-01-29 08:16:34.000
R-JZY9BZXF,O-74ZZ1FXB,P-6NMK0E10,C-4QSX6FL0,54.84,2.0,merchant__clothing,73.66,2022-11-05 01:50:34.000,2022-11-05 01:50:34.000
R-XEY382LO,O-KLIH0OIF,P-WI0WGQ0C,C-RQGE7TGX,345.16,9.0,merchant__bigboxretailer,266.22,2023-11-18 08:38:47.000,2023-11-18 08:38:47.000
R-M74RJ9FX,O-CR1778ZA,P-GJNTTNBZ,C-MPQA5ZDF,692.21,9.0,merchant__bigboxretailer,497.93,2021-10-05 06:53:45.000,2021-10-05 06:53:45.000
R-KML93GER,O-4HS3YJR1,P-UB0JXL3L,C-OL0HHPCS,28.33,6.0,merchant__bigboxretailer,327.33,2023-07-17 00:12:51.000,2023-07-17 00:12:51.000
R-W288YR1I,O-07GGYOJZ,P-EOPE7IHA,C-P947ZWXN,266.03,8.0,merchant__electronics,296.05,2023-11-29 11:52:13.000,2023-11-29 11:52:13.000
R-F7NAR658,O-ADYR1548,P-6BW9THKE,C-3IC68BTQ,149.31,1.0,merchant__bigboxretailer,107.79,2023-09-17 11:24:49.000,2023-09-17 11:24:49.000
R-QF9BOZPJ,O-870VST0T,P-FBIWQ337,C-AJU4JXFK,865.66,9.0,merchant__electronics,918.53,2024-10-14 19:45:10.000,2024-10-14 19:45:10.000
R-0ZRF30J1,O-KV4693PV,P-88I28DAN,C-IYKY5WN5,823.24,9.0,merchant__electronics,858.21,2024-09-26 01:05:55.000,2024-09-26 01:05:55.000
R-5A6MP5T5,O-JE0RBINO,P-09HVI1I7,C-DYNPI7RQ,133.02,1.0,merchant__electronics,203.64,2021-11-05 11:32:05.000,2021-11-05 11:32:05.000
R-RHKQYTVV,O-YTAINL5S,P-KH5AMEZT,C-BGU49LX9,150.25,3.0,merchant__bigboxretailer,706.5,2023-07-30 03:44:12.000,2023-07-30 03:44:12.000
R-D21V6PV8,O-HI432PF6,P-EOPE7IHA,C-0P7K2H73,284.2,1.0,merchant__electronics,525.03,2023-06-10 06:01:35.000,2023-06-10 06:01:35.000
R-QA0HAPAW,O-HQEP61VW,P-7YGKX2EQ,C-OMSRMASJ,67.38,9.0,merchant__electronics,132.84,2022-06-03 02:40:57.000,2022-06-03 02:40:57.000
R-QAIDE0WS,O-1X0GE67W,P-GLYGF0FD,C-6E5DAC82,56.25,4.0,merchant__electronics,321.18,2024-06-27 08:17:23.000,2024-06-27 08:17:23.000
R-YEDP2X4G,O-Y4FSXHN9,P-UB0JXL3L,C-ZKGMQPUC,32.58,3.0,merchant__bigboxretailer,64.2,2023-11-13 02:02:11.000,2023-11-13 02:02:11.000
R-5PW6N5IT,O-CDNV2RSK,P-FBIWQ337,C-0BOHDI9B,399.8,8.0,merchant__electronics,410.64,2023-09-27 00:50:38.000,2023-09-27 00:50:38.000
R-A8KVW166,O-UECCDHOA,P-FLJC8ZF6,C-LE9ZEKBS,571.58,4.0,merchant__bigboxretailer,446.71,2023-02-24 15:20:07.000,2023-02-24 15:20:07.000
R-FJOX0TXP,O-FWT9CI3N,P-Y2RWSLCK,C-YEWAXX33,413.11,7.0,merchant__bigboxretailer,757.6,2022-01-20 06:37:31.000,2022-01-20 06:37:31.000
R-7MRPC2TU,O-OZX6SWR3,P-WI0WGQ0C,C-WIEFJHSP,253.32,7.0,merchant__bigboxretailer,445.27,2023-06-21 11:06:30.000,2023-06-21 11:06:30.000
R-BOO3O5CP,O-39FZSHPX,P-VP08CDK1,C-ASXCKQ42,48.95,2.0,merchant__bigboxretailer,829.96,2022-07-10 12:03:42.000,2022-07-10 12:03:42.000
R-5SJ8ET3N,O-4P5O75ZR,P-0H1EWXEB,C-FWQYSKMB,611.08,8.0,merchant__bigboxretailer,661.01,2022-01-28 18:49:32.000,2022-01-28 18:49:32.000
R-J865N2PF,O-T1X7B8TM,P-88I28DAN,C-81MTT9NL,196.82,6.0,merchant__electronics,453.29,2024-10-11 11:37:11.000,2024-10-11 11:37:11.000
R-UHPA6FCN,O-4H860N42,P-GJNTTNBZ,C-J7UU3P2D,47.7,5.0,merchant__bigboxretailer,426.87,2022-07-10 01:08:43.000,2022-07-10 01:08:43.000
R-U31VM2RA,O-N5LFAA0L,P-JM1OCRS6,C-EPFHGBCG,698.53,2.0,merchant__electronics,828.31,2022-09-29 08:26:39.000,2022-09-29 08:26:39.000
R-0NW7R0B1,O-UFKG1072,P-H8SRYPZ7,C-BEPHH4OF,67.34,9.0,merchant__electronics,220.83,2023-02-15 01:23:25.000,2023-02-15 01:23:25.000
R-ST4FRIS4,O-BH53MSMF,P-3KZWUNVC,C-ER6P2WNX,198.49,1.0,merchant__bigboxretailer,753.34,2023-01-18 14:07:26.000,2023-01-18 14:07:26.000
R-7T331PZG,O-5Y8W9BMV,P-VIJEYOYB,C-I7HSLZF7,197.86,10.0,merchant__bigboxretailer,245.38,2023-01-09 02:18:02.000,2023-01-09 02:18:02.000
R-80QHZCEF,O-PUYNXI1I,P-ANQV2M79,C-Z48YRWAR,773.51,6.0,merchant__bigboxretailer,581.35,2023-01-13 06:34:12.000,2023-01-13 06:34:12.000
R-3B0S2Z52,O-2IK2QNMB,P-D1XDPQSF,C-0Z6ZASPB,415.0,7.0,merchant__electronics,550.2,2024-02-13 09:09:31.000,2024-02-13 09:09:31.000
R-NKGED024,O-DWNTQ2FL,P-PSGTPT0C,C-AL75EODF,251.5,5.0,merchant__electronics,359.43,2022-08-24 13:06:31.000,2022-08-24 13:06:31.000
R-HUKP7LRP,O-TVWD2J4A,P-9GDEYYQC,C-9GDD021P,97.66,1.0,merchant__electronics,574.95,2024-11-28 10:52:12.000,2024-11-28 10:52:12.000
R-SW19MVGC,O-STWY62TM,P-09HVI1I7,C-RKZ7MTIJ,649.78,10.0,merchant__electronics,419.86,2023-08-29 07:25:46.000,2023-08-29 07:25:46.000
R-PH0ALBJZ,O-JE0RBINO,P-RDU4ZGRH,C-DYNPI7RQ,215.29,9.0,merchant__electronics,821.23,2021-11-09 10:02:21.000,2021-11-09 10:02:21.000
R-LJ5MLM70,O-4C8EFFYZ,P-X5JEKM0B,C-L2DVE8UB,861.17,8.0,merchant__electronics,905.02,2022-10-07 18:52:17.000,2022-10-07 18:52:17.000
R-RBWBAAH8,O-I6UW3K82,P-CYKBPXIA,C-BGU49LX9,547.83,8.0,merchant__bigboxretailer,641.83,2023-11-21 12:08:03.000,2023-11-21 12:08:03.000
R-5QFGOG4U,O-H03BMOCY,P-RC9I1YFM,C-61I5Q5FB,60.07,6.0,merchant__clothing,39.95,2021-12-09 00:24:22.000,2021-12-09 00:24:22.000
R-PSXVZALA,O-22FU65GC,P-GJNTTNBZ,C-3UE27BFS,86.87,9.0,merchant__bigboxretailer,169.33,2024-11-16 03:50:25.000,2024-11-16 03:50:25.000
R-WNJDHHD3,O-EAGJAEO5,P-6R63U2JU,C-NXS38S1M,101.46,3.0,merchant__bigboxretailer,58.29,2023-08-04 18:00:25.000,2023-08-04 18:00:25.000
R-WCMFHSF2,O-XYHE235X,P-F2TJEYP5,C-VJPLAKVY,403.32,8.0,merchant__clothing,512.74,2024-03-22 00:29:18.000,2024-03-22 00:29:18.000
R-31XJZRYN,O-NDUDV1TY,P-FBIWQ337,C-TBWXA8M9,48.54,9.0,merchant__electronics,46.84,2024-09-19 10:15:38.000,2024-09-19 10:15:38.000
R-3R4I364D,O-6B449DBE,P-D1XDPQSF,C-35QBG82F,371.31,2.0,merchant__electronics,357.66,2023-10-15 09:19:11.000,2023-10-15 09:19:11.000
R-B19WPWU2,O-DXAFSFRQ,P-14Z846TC,C-562MJWT0,366.22,10.0,merchant__electronics,354.74,2023-11-18 17:08:41.000,2023-11-18 17:08:41.000
R-VNI422SB,O-VOUUD635,P-R80WGNC9,C-YO8KRZQN,24.23,6.0,merchant__electronics,142.54,2023-07-23 13:52:50.000,2023-07-23 13:52:50.000
R-2IXIDZVY,O-O588A1KV,P-86UWICUH,C-B6LA8GQU,634.68,7.0,merchant__electronics,682.26,2022-06-12 07:19:31.000,2022-06-12 07:19:31.000
R-DK2BOUJ3,O-PG05MITL,P-GLYGF0FD,C-BEPHH4OF,15.61,2.0,merchant__electronics,13.78,2022-12-17 16:38:19.000,2022-12-17 16:38:19.000
R-06DKA9KL,O-Q7ZILC7C,P-8BHI76F5,C-J44MBUFS,135.57,1.0,merchant__electronics,83.89,2023-02-19 10:37:53.000,2023-02-19 10:37:53.000
R-H0BTEG65,O-LIHJWLPC,P-8BHI76F5,C-YR8JCK4V,386.22,8.0,merchant__bigboxretailer,470.26,2022-05-25 06:22:47.000,2022-05-25 06:22:47.000
R-PMAIOMVP,O-YNNK752L,P-XU5MN3U7,C-O7P3UVSK,323.45,5.0,merchant__bigboxretailer,491.36,2024-03-12 04:52:38.000,2024-03-12 04:52:38.000
R-X0D66PKD,O-WRM8FB65,P-FEA649UJ,C-ISIPTHL5,812.32,5.0,merchant__electronics,502.52,2022-02-10 09:10:40.000,2022-02-10 09:10:40.000
R-WFOI2DJ0,O-L6DGYLA6,P-KH5AMEZT,C-39CF0U7B,175.53,4.0,merchant__bigboxretailer,338.18,2023-08-30 03:55:16.000,2023-08-30 03:55:16.000
R-3UEW6FCG,O-YIOB0JEM,P-D1XDPQSF,C-2MXRR9OY,17.48,2.0,merchant__electronics,201.28,2023-07-12 13:23:45.000,2023-07-12 13:23:45.000
R-MTHZ5WY6,O-Q73Q07YC,P-RDU4ZGRH,C-6NTZ7KGY,10.63,9.0,merchant__electronics,27.07,2023-12-04 02:48:25.000,2023-12-04 02:48:25.000
R-O4L2FM6F,O-OZX6SWR3,P-XU5MN3U7,C-WIEFJHSP,172.94,2.0,merchant__bigboxretailer,328.68,2023-06-21 13:41:15.000,2023-06-21 13:41:15.000
R-64HJTDZE,O-N9VWMKDF,P-1FGKWX2V,C-0EC1SB87,144.42,2.0,merchant__bigboxretailer,172.33,2021-11-14 08:09:50.000,2021-11-14 08:09:50.000
R-8I6DP9DW,O-2PHI8GZQ,P-09HVI1I7,C-6NTZ7KGY,227.87,7.0,merchant__electronics,323.75,2023-11-02 18:58:52.000,2023-11-02 18:58:52.000
R-I2RLK3VO,O-NVZTTNT6,P-09HVI1I7,C-WJA9HEEP,5.12,3.0,merchant__electronics,39.49,2024-02-12 14:46:33.000,2024-02-12 14:46:33.000
